FID,F1,F2,F3,F4,F5,ID
4641,-84.760749,31.187938,4.2,8.4,52.669,4662
4642,-84.760738,31.187908,4.3,7.4,52.739,4663
4643,-84.760728,31.187878,4.4,7.8,52.838,4664
4644,-84.760717,31.187848,5,7.2,52.913,4665
4645,-84.760707,31.187818,4.9,9,52.965,4666
4646,-84.760696,31.187787,5.3,7.4,53.071,4667
4647,-84.760686,31.187758,5,8.4,53.101,4668
4648,-84.760675,31.187728,5.1,7.9,53.158,4669
4649,-84.760665,31.187698,5.9,10.1,53.223,4670
4650,-84.760654,31.187668,4.3,8.2,53.294,4671
4651,-84.760643,31.187638,4.3,7.5,53.355,4672
4652,-84.760633,31.187607,5.4,10.3,53.393,4673
4653,-84.760622,31.187577,5.4,10.9,53.377,4674
4654,-84.760611,31.187546,5.3,11.7,53.375,4675
4655,-84.760601,31.187516,5.6,10.7,53.36,4676
4656,-84.760591,31.187488,6,10.5,53.378,4677
4657,-84.760582,31.187462,6.5,11.2,53.326,4678
4658,-84.760573,31.187435,5.6,9.4,53.274,4679
4659,-84.760565,31.187413,6,9.2,53.187,4680
4660,-84.760558,31.187392,5.8,10.4,53.108,4681
4661,-84.760552,31.187374,7.9,10.7,53.015,4682
4662,-84.760545,31.187356,10.4,13.9,52.902,4683
4663,-84.76054,31.187339,10.8,13.2,52.806,4684
4664,-84.760536,31.187324,8.9,7,52.708,4685
4665,-84.76053,31.18731,6.3,12.1,52.574,4686
4666,-84.760524,31.187295,6.1,9.3,52.537,4687
4667,-84.760518,31.187279,5.2,7.6,52.477,4688
4668,-84.760512,31.187262,8.4,10.7,52.437,4689
4669,-84.760505,31.187246,6.7,9.1,52.473,4690
4670,-84.760498,31.187226,6.6,9.5,52.577,4691
4671,-84.760491,31.187204,5.3,8,52.738,4692
4672,-84.760483,31.18718,6.6,8.5,52.916,4693
4673,-84.760474,31.187154,6.6,10.3,53.129,4694
4674,-84.760466,31.187128,7.8,13.7,53.213,4695
4675,-84.760457,31.187103,8.4,14.6,53.34,4696
4676,-84.760447,31.187074,7.1,13.1,53.399,4697
4677,-84.760435,31.187045,6.9,14.2,53.378,4698
4678,-84.760425,31.187014,6.3,14.7,53.466,4699
4679,-84.760415,31.186984,5.9,12.2,53.472,4700
4680,-84.760404,31.186954,5.1,12.2,53.506,4701
4681,-84.760394,31.186923,5.6,10.9,53.551,4702
4682,-84.760382,31.186894,5,11.3,53.497,4703
4683,-84.760371,31.186863,5.4,12.5,53.521,4704
4684,-84.76036,31.186833,4.8,11.7,53.531,4705
4685,-84.76035,31.186803,4.3,10.3,53.516,4706
4686,-84.760337,31.186773,4.5,10,53.505,4707
4687,-84.760326,31.186742,4.6,10,53.483,4708
4688,-84.760316,31.186711,4.9,10.9,53.422,4709
4689,-84.760304,31.186681,4.9,10.2,53.318,4710
4690,-84.760294,31.18665,4.9,8.9,53.238,4711
4691,-84.760283,31.18662,4.5,7.8,53.196,4712
4692,-84.760275,31.186595,4.2,7.5,53.189,4713
4693,-84.760266,31.186569,4.5,7.2,53.141,4714
4694,-84.760256,31.186544,4.8,7.3,53.187,4715
4695,-84.760248,31.186519,4.5,8.2,53.219,4716
4696,-84.76024,31.186494,3.7,7.4,53.299,4717
4697,-84.760231,31.186468,3.2,8.1,53.381,4718
4698,-84.760222,31.186442,2.7,6.4,53.427,4719
4699,-84.760214,31.186417,2.7,8.1,53.473,4720
4700,-84.760205,31.186391,2.9,7.5,53.482,4721
4701,-84.760196,31.186365,2.6,6.4,53.457,4722
4702,-84.760185,31.186334,2.3,6.8,53.435,4723
4703,-84.760174,31.186304,2.2,7.1,53.451,4724
4704,-84.760164,31.186274,2.3,7.6,53.411,4725
4705,-84.760154,31.186243,2.4,6.3,53.447,4726
4706,-84.760143,31.186213,2.1,6.3,53.444,4727
4707,-84.760132,31.186182,2.3,6.6,53.423,4728
4708,-84.760122,31.186152,2.7,5.8,53.428,4729
4709,-84.760111,31.186121,2.2,5.3,53.351,4730
4710,-84.7601,31.186091,2,4.9,53.324,4731
4711,-84.76009,31.18606,1.9,4.2,53.275,4732
4712,-84.760079,31.18603,1.7,4,53.199,4733
4713,-84.760067,31.186,1.7,3.7,53.125,4734
4714,-84.760057,31.185969,1.8,3.9,53.038,4735
4715,-84.760047,31.185943,1.9,3.4,53.001,4736
4716,-84.760039,31.18592,1.9,3.2,52.928,4737
4717,-84.760033,31.185901,2,3.4,52.863,4738
4718,-84.760027,31.185882,2.4,3.9,52.774,4739
4719,-84.76002,31.185863,2.5,4.2,52.674,4740
4720,-84.760014,31.185845,2.4,10.1,52.583,4741
4721,-84.760008,31.185829,3.8,6.3,52.436,4742
4722,-84.76,31.185811,1.5,5.2,52.362,4743
4723,-84.759994,31.185794,1.7,5.6,52.29,4744
4724,-84.759987,31.185776,2.1,6.2,52.314,4745
4725,-84.759982,31.185758,2.3,6.1,52.316,4746
4726,-84.759975,31.18574,2,5,52.385,4747
4727,-84.75997,31.185722,1.8,5.3,52.395,4748
4728,-84.75996,31.185705,2,6.7,52.425,4749
4729,-84.759946,31.185692,3.2,6.4,52.401,4750
4730,-84.759929,31.185682,3.5,5.4,52.408,4751
4731,-84.759909,31.185677,4,5.8,52.474,4752
4732,-84.759887,31.185679,4.4,6.1,52.459,4753
4733,-84.759869,31.185685,3.4,6.1,52.396,4754
4734,-84.759854,31.185697,3.9,6.3,52.347,4755
4735,-84.759844,31.185713,3.2,6.5,52.3,4756
4736,-84.759841,31.185731,2.1,5.1,52.284,4757
4737,-84.759847,31.185748,2.3,5.5,52.171,4758
4738,-84.759857,31.185764,2.2,6.1,52.164,4759
4739,-84.759868,31.18578,2.9,7.6,52.157,4760
4740,-84.759875,31.185796,5.6,6.7,52.09,4761
4741,-84.759877,31.185812,1.3,5.1,52.082,4762
4742,-84.759872,31.18583,3.1,7.2,52.096,4763
4743,-84.759868,31.18585,3.2,5.4,52.254,4764
4744,-84.759867,31.185872,3.3,6.2,52.331,4765
4745,-84.75987,31.185894,4.1,6.8,52.396,4766
4746,-84.759877,31.18592,4.2,6.4,52.45,4767
4747,-84.759883,31.185946,4.2,6.3,52.515,4768
4748,-84.759892,31.185972,4,6.2,52.569,4769
4749,-84.759901,31.185997,3.8,6.7,52.595,4770
4750,-84.759911,31.186022,3.9,6.7,52.668,4771
4751,-84.759919,31.186048,3.4,7.6,52.729,4772
4752,-84.759928,31.186073,3.7,7.6,52.769,4773
4753,-84.759937,31.186099,3.3,7.1,52.829,4774
4754,-84.759946,31.186124,3.1,6.9,52.863,4775
4755,-84.759955,31.18615,3.4,6.9,52.952,4776
4756,-84.759964,31.186176,3.6,8.1,52.963,4777
4757,-84.759973,31.186201,3.6,7.9,52.956,4778
4758,-84.759982,31.186227,3.7,8.2,52.978,4779
4759,-84.759991,31.186253,4,8.2,52.971,4780
4760,-84.76,31.186278,3.9,10,52.96,4781
4761,-84.760009,31.186304,4,10.7,52.961,4782
4762,-84.760018,31.18633,5.1,11.7,52.919,4783
4763,-84.760027,31.186356,4.5,9.3,52.945,4784
4764,-84.760036,31.186382,4.6,10.4,52.925,4785
4765,-84.760045,31.186407,4.8,10.7,52.914,4786
4766,-84.760055,31.186433,4.5,9.6,52.915,4787
4767,-84.760063,31.18646,3.8,9.5,52.871,4788
4768,-84.760072,31.186486,4.4,8.7,52.812,4789
4769,-84.760082,31.186511,3.9,8.5,52.753,4790
4770,-84.760089,31.186533,4.5,7.6,52.724,4791
4771,-84.760096,31.186554,4.9,6.5,52.658,4792
4772,-84.760104,31.186576,5,6.2,52.603,4793
4773,-84.760111,31.186598,4.9,6.2,52.526,4794
4774,-84.760118,31.186616,5.6,6.2,52.465,4795
4775,-84.760125,31.186634,5.7,6.8,52.406,4796
4776,-84.760131,31.186652,6,6.7,52.379,4797
4777,-84.760137,31.186669,5.2,7,52.408,4798
4778,-84.760144,31.186689,5.8,7.7,52.451,4799
4779,-84.760152,31.186712,6,7.9,52.545,4800
4780,-84.760161,31.186737,5,8.6,52.679,4801
4781,-84.76017,31.186763,4.6,9,52.783,4802
4782,-84.760179,31.186788,4.5,8.5,52.807,4803
4783,-84.760188,31.186814,3.9,7.8,52.86,4804
4784,-84.760197,31.18684,3.3,8.3,52.87,4805
4785,-84.760206,31.186866,3.6,7.5,52.846,4806
4786,-84.760216,31.186892,3.2,7.1,52.831,4807
4787,-84.760224,31.186917,3.7,7.8,52.823,4808
4788,-84.760233,31.186943,3.7,8.2,52.791,4809
4789,-84.760242,31.186969,5,9.2,52.774,4810
4790,-84.76025,31.186995,4.9,9.6,52.755,4811
4791,-84.76026,31.187021,5,10.3,52.759,4812
4792,-84.760269,31.187047,5.4,11.3,52.748,4813
4793,-84.760279,31.187072,5.8,10.6,52.763,4814
4794,-84.760288,31.187098,5.2,9.2,52.759,4815
4795,-84.760297,31.187124,6.1,10.7,52.711,4816
4796,-84.760306,31.18715,5.6,9.8,52.627,4817
4797,-84.760313,31.187174,6.3,10.5,52.578,4818
4798,-84.760321,31.187196,6.1,8.8,52.491,4819
4799,-84.760328,31.187216,6.5,7.9,52.36,4820
4800,-84.760334,31.187234,6,8.6,52.219,4821
4801,-84.760339,31.187251,6.1,8.4,52.08,4822
4802,-84.760344,31.187267,5.4,7.1,51.951,4823
4803,-84.760349,31.187281,4.2,6.8,51.828,4824
4804,-84.760354,31.187295,3.7,6.4,51.762,4825
4805,-84.760359,31.18731,6.8,8.2,51.714,4826
4806,-84.760365,31.187328,7.5,9.9,51.702,4827
4807,-84.760373,31.187348,8,10.4,51.739,4828
4808,-84.760381,31.187369,8.8,10.2,51.814,4829
4809,-84.760389,31.187393,9.5,9.6,51.94,4830
4810,-84.760398,31.187418,7.5,8,52.051,4831
4811,-84.760407,31.187443,6.7,8,52.239,4832
4812,-84.760415,31.187469,8.3,9.2,52.368,4833
4813,-84.760426,31.187495,7.3,9.1,52.442,4834
4814,-84.760435,31.187521,7.3,11.7,52.482,4835
4815,-84.760443,31.187547,7.1,9.5,52.485,4836
4816,-84.760454,31.187573,7.2,11.2,52.447,4837
4817,-84.760463,31.187599,7.3,10.8,52.396,4838
4818,-84.760471,31.187625,7.2,11.8,52.396,4839
4819,-84.760481,31.187651,8.2,10.7,52.351,4840
4820,-84.76049,31.187677,7.4,10.6,52.344,4841
4821,-84.760499,31.187703,6.9,12.5,52.305,4842
4822,-84.760508,31.187729,7.2,13.7,52.29,4843
4823,-84.760517,31.187755,6.8,13.6,52.275,4844
4824,-84.760526,31.187781,6.3,11.6,52.229,4845
4825,-84.760536,31.187807,5.2,9.1,52.176,4846
4826,-84.760545,31.187833,4.6,9.1,52.085,4847
4827,-84.760554,31.187859,6.2,10.6,52.015,4848
4828,-84.760564,31.187885,5.2,8.1,51.949,4849
4829,-84.760572,31.187911,6.5,10.9,51.87,4850
4830,-84.760581,31.187937,5.3,7.5,51.814,4851
4831,-84.760591,31.187963,5.2,11.6,51.74,4852
4832,-84.760599,31.187989,5.1,11.4,51.687,4853
4833,-84.760609,31.188015,4.2,13.2,51.634,4854
4834,-84.760618,31.188041,4.9,14.9,51.567,4855
4835,-84.760628,31.188067,4.8,13.3,51.512,4856
4836,-84.760637,31.188093,3.7,9.3,51.436,4857
4837,-84.760645,31.188119,3.5,7.7,51.366,4858
4838,-84.760655,31.188145,3.5,7.6,51.284,4859
4839,-84.760664,31.188171,3.8,7.2,51.193,4860
4840,-84.760673,31.188197,3.5,6.7,51.12,4861
4841,-84.760683,31.188223,3.5,6,51.018,4862
4842,-84.760692,31.188249,3.2,5.4,50.985,4863
4843,-84.760701,31.188273,1.9,4.8,50.913,4864
4844,-84.760707,31.188294,1.7,4.9,50.833,4865
4845,-84.760714,31.188316,1.3,3.9,50.828,4866
4846,-84.760721,31.188337,1.2,3.7,50.765,4867
4847,-84.760729,31.188359,0.7,3,50.794,4868
4848,-84.760735,31.188379,0.5,2.7,50.681,4869
4849,-84.760742,31.1884,0.6,2.9,50.661,4870
4850,-84.76075,31.188421,1.1,4.3,50.681,4871
4851,-84.760758,31.188441,3.5,6.3,50.691,4872
4852,-84.760764,31.188462,3.5,5.9,50.768,4873
4853,-84.760773,31.188485,3.2,6.2,50.871,4874
4854,-84.760781,31.188511,3.3,6.6,50.964,4875
4855,-84.760791,31.188536,3.7,6.9,51.001,4876
4856,-84.760799,31.188562,3.4,6.5,51.053,4877
4857,-84.760809,31.188587,3.2,6.6,51.09,4878
4858,-84.760818,31.188613,3.1,6,51.124,4879
4859,-84.760826,31.188639,3.4,6.8,51.245,4880
4860,-84.760835,31.188665,3.2,7.5,51.255,4881
4861,-84.760844,31.188691,2.7,6.8,51.358,4882
4862,-84.760855,31.188716,2.9,6,51.328,4883
4863,-84.760863,31.188743,2.9,6.5,51.341,4884
4864,-84.760871,31.188769,2.6,6.6,51.33,4885
4865,-84.76088,31.188794,2.6,6.7,51.326,4886
4866,-84.760889,31.18882,2.7,5.6,51.309,4887
4867,-84.760898,31.188846,2.5,5.7,51.277,4888
4868,-84.760908,31.188871,2.7,5.4,51.245,4889
4869,-84.760916,31.188897,2,5.1,51.236,4890
4870,-84.760925,31.188923,1.8,4.6,51.244,4891
4871,-84.760934,31.188949,1.9,4.8,51.163,4892
4872,-84.760944,31.188974,1.7,4.2,51.141,4893
4873,-84.760951,31.189001,1.7,4.2,51.15,4894
4874,-84.76096,31.189026,2.1,4.8,51.098,4895
4875,-84.760969,31.189052,2,4.3,51.146,4896
4876,-84.760978,31.189078,2.3,4.6,51.129,4897
4877,-84.760987,31.189103,1.6,4.1,51.114,4898
4878,-84.760995,31.189129,1.7,4.2,51.131,4899
4879,-84.761005,31.189154,1.9,4.3,51.136,4900
4880,-84.761014,31.18918,2.2,4.5,51.104,4901
4881,-84.761023,31.189206,2.1,4.1,51.071,4902
4882,-84.761032,31.189231,1.9,4,51.056,4903
4883,-84.761041,31.189257,1.6,3.9,51.042,4904
4884,-84.761049,31.189283,1.7,4.1,51.044,4905
4885,-84.76106,31.189308,1.4,3.7,51.034,4906
4886,-84.761068,31.189334,1.7,3.9,51.016,4907
4887,-84.761077,31.189359,1.8,3.6,50.995,4908
4888,-84.761086,31.189385,1.6,3.9,50.97,4909
4889,-84.761095,31.189411,1.4,3.5,50.939,4910
4890,-84.761105,31.189436,1.4,3,50.97,4911
4891,-84.761113,31.189461,1.9,3.6,50.959,4912
4892,-84.761122,31.189487,2.1,3.7,50.958,4913
4893,-84.761131,31.189512,1.5,3.3,50.963,4914
4894,-84.76114,31.189538,1.6,3.5,51.001,4915
4895,-84.76115,31.189564,1.5,3.1,50.959,4916
4896,-84.761159,31.189589,1.5,2.8,50.945,4917
4897,-84.761167,31.189615,1.4,2.7,50.966,4918
4898,-84.761177,31.18964,1.4,3.1,50.92,4919
4899,-84.761184,31.189665,2,3.3,50.884,4920
4900,-84.761194,31.189691,2.1,3.2,50.924,4921
4901,-84.761202,31.189715,2.1,3,50.951,4922
4902,-84.761209,31.189736,1.7,2.9,50.976,4923
4903,-84.761217,31.189756,1.8,2.7,51.027,4924
4904,-84.761224,31.189777,1.6,2.5,51.055,4925
4905,-84.761232,31.189798,1.9,2.4,51.173,4926
4906,-84.761239,31.18982,1.9,2.6,51.176,4927
4907,-84.761247,31.18984,1.7,2.2,51.194,4928
4908,-84.761254,31.189861,1.5,2.5,51.183,4929
4909,-84.761261,31.189883,1.8,2.3,51.197,4930
4910,-84.761269,31.189904,1.9,2.3,51.216,4931
4911,-84.761277,31.189925,1.7,2.3,51.219,4932
4912,-84.761285,31.189948,1.6,2.1,51.227,4933
4913,-84.761294,31.189973,1.7,2.1,51.243,4934
4914,-84.761302,31.189998,1.8,2.2,51.232,4935
4915,-84.76131,31.190024,1.8,2.4,51.252,4936
4916,-84.76132,31.190049,1.4,2,51.274,4937
4917,-84.761328,31.190074,1.3,1.9,51.303,4938
4918,-84.761337,31.1901,1.2,1.7,51.333,4939
4919,-84.761344,31.190125,1.4,1.8,51.384,4940
4920,-84.761353,31.190151,1.6,2.1,51.424,4941
4921,-84.761362,31.190176,1.4,1.8,51.436,4942
4922,-84.76137,31.190201,1.2,1.5,51.485,4943
4923,-84.761379,31.190226,1.2,1.5,51.551,4944
4924,-84.761387,31.190252,1.4,1.6,51.58,4945
4925,-84.761396,31.190277,1.7,2.1,51.65,4946
4926,-84.761404,31.190303,1.7,2.2,51.699,4947
4927,-84.761413,31.190328,1.6,2.4,51.762,4948
4928,-84.761421,31.190353,1.6,2.6,51.823,4949
4929,-84.76143,31.190379,1.8,2.6,51.879,4950
4930,-84.761439,31.190404,1.8,2.7,51.911,4951
4931,-84.761447,31.190427,2.5,3.5,51.97,4952
4932,-84.761454,31.190448,1.8,3.5,52.023,4953
4933,-84.761461,31.190469,1.5,3.8,52.064,4954
4934,-84.761468,31.19049,2.3,4.4,52.061,4955
4935,-84.761475,31.190511,1.5,4.6,52.053,4956
4936,-84.761483,31.190533,1.6,3.8,52.101,4957
4937,-84.761492,31.190558,1.7,3.9,52.154,4958
4938,-84.761501,31.190584,1.5,3.6,52.225,4959
4939,-84.76151,31.19061,1.7,3.9,52.273,4960
4940,-84.76152,31.19064,1.8,4.1,52.354,4961
4941,-84.76153,31.190669,1.9,4.6,52.473,4962
4942,-84.761541,31.190699,1.8,4.4,52.59,4963
4943,-84.761552,31.190729,2.1,4.4,52.686,4964
4944,-84.761562,31.190758,1.9,4.1,52.768,4965
4945,-84.761573,31.190788,2.1,4.4,52.838,4966
4946,-84.761583,31.190818,2,4.1,52.909,4967
4947,-84.761593,31.190848,2.1,4.2,52.936,4968
4948,-84.761603,31.190878,1.8,3.7,52.951,4969
4949,-84.761613,31.190909,1.9,3.6,53.012,4970
4950,-84.761624,31.190939,1.7,3.5,53.049,4971
4951,-84.761635,31.190969,1.8,3.5,53.045,4972
4952,-84.761645,31.190999,1.5,3.3,53.064,4973
4953,-84.761656,31.191029,1.7,3.2,53.096,4974
4954,-84.761666,31.191059,1.5,3,53.094,4975
4955,-84.761677,31.191089,1.5,3.2,53.114,4976
4956,-84.761687,31.191119,1.4,3.3,53.114,4977
4957,-84.761698,31.19115,1.3,2.9,53.101,4978
4958,-84.761708,31.19118,1.3,3.1,53.09,4979
4959,-84.761718,31.19121,1.2,3.1,53.071,4980
4960,-84.761729,31.19124,1.3,3.4,53.061,4981
4961,-84.76174,31.19127,1.6,3.8,53.051,4982
4962,-84.761751,31.1913,1.6,4.7,53.041,4983
4963,-84.761762,31.191331,1.7,4.5,53.04,4984
4964,-84.761773,31.191361,1.8,4.4,53.012,4985
4965,-84.761784,31.191392,1.7,5.2,53.021,4986
4966,-84.761794,31.191422,1.7,5.6,53.009,4987
4967,-84.761805,31.191453,1.7,5.7,52.991,4988
4968,-84.761815,31.191483,1.6,5.9,52.929,4989
4969,-84.761826,31.191514,1.8,5.6,52.946,4990
4970,-84.761837,31.191544,1.9,5.2,52.894,4991
4971,-84.761847,31.191575,2.1,4.9,52.846,4992
4972,-84.761858,31.191606,1.9,4.4,52.815,4993
4973,-84.761868,31.191636,1.9,4.7,52.786,4994
4974,-84.761879,31.191666,2.3,4.7,52.781,4995
4975,-84.76189,31.191696,2.4,4.9,52.748,4996
4976,-84.761901,31.191727,2.6,5.5,52.741,4997
4977,-84.761912,31.191757,2.5,5.3,52.786,4998
4978,-84.761923,31.191787,2.6,5.1,52.783,4999
4979,-84.761933,31.191818,2.8,5.3,52.835,5000
4980,-84.761943,31.191849,2.8,5.5,52.806,5001
4981,-84.761954,31.191879,3,5.9,52.709,5002
4982,-84.761964,31.191909,3.2,6.3,52.705,5003
4983,-84.761975,31.191939,3.3,6.5,52.722,5004
4984,-84.761984,31.191971,3.5,7.2,52.847,5005
4985,-84.761995,31.192001,2.9,7.2,52.844,5006
4986,-84.762005,31.192032,3.2,7.6,52.914,5007
4987,-84.762017,31.192062,3.2,7.3,52.859,5008
4988,-84.762027,31.192093,3.4,7.8,52.811,5009
4989,-84.762037,31.192124,3.2,7.7,52.803,5010
4990,-84.762048,31.192155,3.2,7.6,52.71,5011
4991,-84.762058,31.192186,3.2,7.5,52.638,5012
4992,-84.762069,31.192216,3.2,7.8,52.567,5013
4993,-84.762079,31.192247,3.5,8.1,52.474,5014
4994,-84.76209,31.192277,2.8,8,52.4,5015
4995,-84.762101,31.192308,3,6.9,52.308,5016
4996,-84.762111,31.192339,2.7,5.9,52.216,5017
4997,-84.762123,31.19237,2.1,4.8,52.138,5018
4998,-84.762146,31.19243,2.5,5.6,51.933,5020
4999,-84.762157,31.192461,1.3,4.5,51.941,5021
5000,-84.762168,31.192491,1.8,4.6,51.784,5022
5001,-84.762179,31.192521,1.6,4.4,51.745,5023
5002,-84.762191,31.192552,1.9,4.7,51.704,5024
5003,-84.762201,31.192582,1.8,5.7,51.66,5025
5004,-84.76222,31.192645,1.7,5.8,51.61,5026
5005,-84.76223,31.192676,1.8,5.6,51.541,5027
5006,-84.76224,31.192706,1.9,6.6,51.482,5028
5007,-84.762248,31.192732,1.8,6.4,51.445,5029
5008,-84.762257,31.192758,1.7,5.6,51.425,5030
5009,-84.762264,31.19278,1.9,5.3,51.394,5031
5010,-84.76227,31.192801,1.6,4.9,51.37,5032
5011,-84.762276,31.192821,1.6,4.9,51.362,5033
5012,-84.762281,31.192839,1.6,4.4,51.346,5034
5013,-84.762287,31.192858,1.5,4.3,51.341,5035
5014,-84.762292,31.192876,1.3,3.8,51.3,5036
5015,-84.762297,31.192895,1.6,3.5,51.298,5037
5016,-84.762299,31.192914,1,3.2,51.349,5038
5017,-84.762298,31.192933,1.3,3.6,51.345,5039
5018,-84.762294,31.192951,1.6,3.8,51.356,5040
5019,-84.762286,31.192968,2.7,4.1,51.35,5041
5020,-84.762273,31.192982,2.4,3.8,51.338,5042
5021,-84.762255,31.192993,1.2,2,51.288,5043
5022,-84.762236,31.192999,2.4,3.8,51.26,5044
5023,-84.762215,31.192998,2.3,4.6,51.243,5045
5024,-84.762196,31.192992,0.9,4.7,51.271,5046
5025,-84.762182,31.19298,2.9,4.6,51.228,5047
5026,-84.762174,31.192964,2,4.5,51.284,5048
5027,-84.762168,31.192946,3,5.4,51.271,5049
5028,-84.762165,31.192926,2.3,6.4,51.237,5050
5029,-84.762161,31.192905,2.8,7.1,51.224,5051
5030,-84.762157,31.192883,2.8,7.8,51.237,5052
5031,-84.76215,31.192857,2.7,7.6,51.331,5053
5032,-84.762142,31.192832,2.7,8,51.358,5054
5033,-84.762133,31.192806,2.5,6,51.398,5055
5034,-84.762124,31.19278,2.7,7.5,51.425,5056
5035,-84.762115,31.192755,2.9,7.9,51.504,5057
5036,-84.762106,31.192729,2.5,6.7,51.55,5058
5037,-84.762096,31.192701,2.4,6.7,51.596,5059
5038,-84.762085,31.192671,2.1,6.1,51.637,5060
5039,-84.762075,31.192641,2.1,5.5,51.675,5061
5040,-84.762064,31.19261,2,5.5,51.736,5062
5041,-84.762053,31.19258,2,5.2,51.763,5063
5042,-84.762043,31.19255,1.6,4.8,51.801,5064
5043,-84.762032,31.192521,1.5,4.2,51.856,5065
5044,-84.762022,31.19249,1.6,3.8,51.908,5066
5045,-84.762011,31.192461,1.3,4.6,51.968,5067
5046,-84.762,31.19243,1.7,5.1,52.038,5068
5047,-84.761989,31.1924,1.7,5.7,52.134,5069
5048,-84.761979,31.19237,2,5.3,52.189,5070
5049,-84.761969,31.192341,2.3,6.4,52.252,5071
5050,-84.761958,31.19231,2.5,6.4,52.366,5072
5051,-84.761948,31.19228,3,7.1,52.439,5073
5052,-84.761937,31.19225,2.7,7.5,52.563,5074
5053,-84.761927,31.19222,2.4,6,52.587,5075
5054,-84.761916,31.19219,2.3,7.1,52.681,5076
5055,-84.761905,31.19216,2.5,7,52.774,5077
5056,-84.761894,31.192129,2.5,7,52.847,5078
5057,-84.761884,31.192099,2.2,6.2,52.908,5079
5058,-84.761873,31.192068,2.6,6.7,52.923,5080
5059,-84.761862,31.192038,2.8,5.7,52.977,5081
5060,-84.761852,31.192007,2.3,6.3,52.949,5082
5061,-84.761842,31.191977,2.6,7,52.955,5083
5062,-84.761831,31.191946,2.6,6.7,52.958,5084
5063,-84.76182,31.191915,2.5,6.7,52.986,5085
5064,-84.761809,31.191885,2.8,6.2,52.933,5086
5065,-84.761798,31.191854,3.2,6.2,52.863,5087
5066,-84.761787,31.191824,3.2,6.1,52.858,5088
5067,-84.761776,31.191793,3,5.7,52.831,5089
5068,-84.761765,31.191763,3.2,6,52.826,5090
5069,-84.761755,31.191733,3,6.3,52.821,5091
5070,-84.761744,31.191702,3.1,6.2,52.798,5092
5071,-84.761734,31.191672,2.7,5.8,52.835,5093
5072,-84.761723,31.191641,2.8,6.5,52.865,5094
5073,-84.761713,31.191611,2.9,6.6,52.864,5095
5074,-84.761702,31.191581,2.3,6.3,52.879,5096
5075,-84.761691,31.19155,2,6.2,52.916,5097
5076,-84.76168,31.19152,1.9,5.3,52.904,5098
5077,-84.761669,31.191489,1.9,5,52.927,5099
5078,-84.761659,31.191459,1.8,4.3,52.888,5100
5079,-84.761648,31.191429,1.8,4.3,52.931,5101
5080,-84.761637,31.191399,1.4,4.3,52.911,5102
5081,-84.761627,31.191368,1.4,3.8,52.906,5103
5082,-84.761617,31.191338,1.3,3.5,52.916,5104
5083,-84.761606,31.191308,1.4,3.1,52.964,5105
5084,-84.761595,31.191278,1.1,2.8,52.978,5106
5085,-84.761585,31.191248,1.1,2.7,52.928,5107
5086,-84.761574,31.191217,1.3,2.7,52.945,5108
5087,-84.761564,31.191187,1,2.4,52.961,5109
5088,-84.761553,31.191157,1,2.2,52.921,5110
5089,-84.761542,31.191127,0.9,2.1,52.899,5111
5090,-84.761532,31.191097,0.7,1.7,52.896,5112
5091,-84.761521,31.191067,1.1,2,52.894,5113
5092,-84.761511,31.191036,1,2.1,52.861,5114
5093,-84.7615,31.191006,1.1,2,52.84,5115
5094,-84.76149,31.190975,1.1,2.1,52.831,5116
5095,-84.761479,31.190945,1.2,2.3,52.851,5117
5096,-84.761472,31.190925,1.1,2,52.77,5118
5097,-84.761468,31.190913,1.2,2.2,52.754,5119
5098,-84.761465,31.190905,1.3,2.3,52.759,5120
5099,-84.761461,31.190893,1.1,2.4,52.779,5121
5100,-84.761453,31.19087,1.3,2.8,52.625,5122
5101,-84.761443,31.190841,1.5,2.7,52.58,5123
5102,-84.761431,31.190811,1.4,3,52.551,5124
5103,-84.761421,31.190779,1.5,3.1,52.56,5125
5104,-84.76141,31.190748,1.4,2.9,52.544,5126
5105,-84.761399,31.190718,1.4,3.2,52.459,5127
5106,-84.761388,31.190687,1.4,2.9,52.375,5128
5107,-84.761378,31.190656,1.5,3.5,52.295,5129
5108,-84.761367,31.190625,1.3,3.6,52.233,5130
5109,-84.761356,31.190595,1.3,3.3,52.143,5131
5110,-84.761346,31.190564,1.2,2.7,52.093,5132
5111,-84.761335,31.190534,1.1,2.6,52.01,5133
5112,-84.761324,31.190503,1.1,2.2,51.916,5134
5113,-84.761313,31.190473,1.1,2,51.825,5135
5114,-84.761303,31.190443,1.2,2,51.826,5136
5115,-84.761293,31.190412,1.1,1.8,51.777,5137
5116,-84.761284,31.190381,1.2,1.7,51.737,5138
5117,-84.761274,31.190351,1.2,1.7,51.659,5139
5118,-84.761263,31.19032,1.2,1.6,51.627,5140
5119,-84.761253,31.19029,1.2,1.4,51.551,5141
5120,-84.761189,31.190108,0.9,1.3,51.321,5147
5121,-84.761179,31.190078,1.4,1.7,51.298,5148
5122,-84.761168,31.190048,1.1,1.9,51.287,5149
5123,-84.761158,31.190018,1.3,1.9,51.214,5150
5124,-84.761147,31.189988,1.8,2.3,51.185,5151
5125,-84.761138,31.189962,2,2.4,51.168,5152
5126,-84.761129,31.189936,1.6,2.3,51.136,5153
5127,-84.76112,31.189911,1.3,1.9,51.106,5154
